raw_reference,stage_1_label,stage_2_extracted_fields,violation_tags,adversarial_reference
"Gates, B.N. (1914) The temperature of the bee colony. Washington: U.S. Dept. of Agriculture.",other,"{'authors': ['Gates', 'B.N.'], 'year': '1914', 'title': 'The temperature of the bee colony', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'other'}",[],"Gates, B.N. (1914) The temperature of the bee colony. Washington: U.S. Dept. of Agriculture."
"Free, J.B. (1977) The social organization of honeybees. London: Arnold.",book,"{'authors': ['Free', 'J.B.'], 'year': '1977', 'title': 'The social organization of honeybees', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Free, J.B. (1977) The social organization of honeybees. London: Arnold."
Bureau van Dijk (2025) Tesco plc company report. Available at: http://fame.bvdep.com (Accessed: 27 May 2025).,website,"{'authors': ['Bureau van Dijk'], 'year': '2025', 'title': 'Tesco plc company report', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://fame.bvdep.com', 'accessed_date': '27 May 2025', 'reference_type': 'website'}",['url_without_doi'],Bureau van Dijk (n.d.) Tesco plc company report. Available at: http://fame.bvdep.com (Accessed: 27 May 2025).
"Robinson, J. (2007) Social variation across the UK. Available at: https://www.bl.uk/british-accents-and-dialects/articles/social-variatio… (Accessed: 21 November 2021).",website,"{'authors': ['Robinson', 'J.'], 'year': '2007', 'title': 'Social variation across the UK', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.bl.uk/british-accents-and-dialects/articles/social-variatio…', 'accessed_date': '21 November 2021', 'reference_type': 'website'}",['url_without_doi'],"Robinson, J. (n.d.) Social variation across the UK. Available at: https://www.bl.uk/british-accents-and-dialects/articles/social-variatio… (Accessed: 21 November 2021)."
"Gradišek, A. et al. (2017a) 'Predicting species identity of bumblebees through analysis of flight buzzing sounds', Bioacoustics (Berkhamsted), 26(1), pp.63-76.",journal,"{'authors': ['Gradišek', 'A. et al.'], 'year': '2017a', 'title': ""'Predicting species identity of bumblebees through analysis of flight buzzing sounds', Bioacoustics (Berkhamsted), 26(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"GRADIŠEK, A. ET AL. (2017A) 'PREDICTING SPECIES IDENTITY OF BUMBLEBEES THROUGH ANALYSIS OF FLIGHT BUZZING SOUNDS', BIOACOUSTICS (BERKHAMSTED), 26(1), PP.63-76."
"Sak, H., Senior, A.W. and Beaufays, F. (2014)’ Long short-term memory recurrent neural network architectures for large scale acoustic modelling’, Proceedings of the annual conference of international speech communication Association INTERSPEECH,  01 January 2014.https://https://ui.adsabs.harvard.edu/abs/2014arXiv1402.1128S.",conference,"{'authors': ['Sak', 'H.', 'Senior', 'A.W.', 'Beaufays', 'F.'], 'year': '2014', 'title': '’ Long short-term memory recurrent neural network architectures for large scale acoustic modelling’, Proceedings of the annual conference of international speech communication Association INTERSPEECH,  01 January 2014', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://https://ui.adsabs.harvard.edu/abs/2014arXiv1402.1128S.', 'accessed_date': '', 'reference_type': 'conference'}",['url_without_doi'],"Sak, H., Senior, A.W. and Beaufays, F. (n.d.)’ Long short-term memory recurrent neural network architectures for large scale acoustic modelling’, Proceedings of the annual conference of international speech communication Association INTERSPEECH,  01 January 2014.https://https://ui.adsabs.harvard.edu/abs/2014arXiv1402.1128S."
"Switanek, M. et al. (2017) 'Modelling seasonal effects of temperature and precipitation on honeybee winter mortality in a temperate climate', Science of the Total Environment, 579 pp.1581-1587.",journal,"{'authors': ['Switanek', 'M. et al.'], 'year': '2017', 'title': ""'Modelling seasonal effects of temperature and precipitation on honeybee winter mortality in a temperate climate', Science of the Total Environment, 579 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Switanek, M. et al. (2017) 'Modelling seasonal effects of temperature and precipitation on honeybee winter mortality in a temperate climate', Science of the Total Environment, 579 pp.1581-1587."
"Kumar, S.S. (2018) 'Colony collapse disorder (CCD) in honeybees caused by EMF Radiation', Bioinformation, 14(9), pp.521-524.",journal,"{'authors': ['Kumar', 'S.S.'], 'year': '2018', 'title': ""'Colony collapse disorder (CCD) in honeybees caused by EMF Radiation', Bioinformation, 14(9), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Kumar, S.S. (2018) 'Colony collapse disorder (CCD) in honeybees caused by EMF Radiation', Bioinformation, 14(9), pp.521-524."
"Pirk, C.W.W. et al. (2016) 'Honeybee health in Africa—a review', Apidologie, 47(3), pp.276-300.",journal,"{'authors': ['Pirk', 'C.W.W. et al.'], 'year': '2016', 'title': ""'Honeybee health in Africa—a review', Apidologie, 47(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Pirk, C.W.W. et al. (2016) 'Honeybee health in Africa—a review', Apidologie, 47(3), pp.276-300."
"Proakis, G., John and Manolakis, G., Dimitris (1996) Digital signal processing principles, algorithms, and applications. London: Prentice-Hall International.",book,"{'authors': ['Proakis', 'G.', 'John', 'Manolakis', 'G.', 'Dimitris'], 'year': '1996', 'title': 'Digital signal processing principles, algorithms, and applications', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Proakis, G., John and Manolakis, G., Dimitris (1996) Digital signal processing principles, algorithms, and applications. London: Prentice-Hall International."
"Blackiston, H. (2020) Beekeeping for Dummies. 5th edn. Newark: Wiley.",book,"{'authors': ['Blackiston', 'H.'], 'year': '2020', 'title': 'Beekeeping for Dummies', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Blackiston, H. (2020) Beekeeping for Dummies. 5th edn. Newark: Wiley."
"Mullin, C.A. et al. (2010) 'High levels of miticides and agrochemicals in North American Apiaries: Implications for honey bee health', PLoS ONE, 5(3), pp.e9754.",journal,"{'authors': ['Mullin', 'C.A. et al.'], 'year': '2010', 'title': ""'High levels of miticides and agrochemicals in North American Apiaries: Implications for honey bee health', PLoS ONE, 5(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Mullin, C.A. et al. (2010) 'High levels of miticides & agrochemicals in North American Apiaries: Implications for honey bee health', PLoS ONE, 5(3), pp.e9754."
"O'Mahony, N. (2024) ‘How the course works’, Welcome forum, in A215: Creative writing. Available at: https://learn2.open.ac.uk/mod/forumng/discuss.php?d=4749155 (Accessed: 24 January 2025).",website,"{'authors': [""O'Mahony"", 'N.'], 'year': '2024', 'title': '‘How the course works’, Welcome forum, in A215: Creative writing', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://learn2.open.ac.uk/mod/forumng/discuss.php?d=4749155', 'accessed_date': '24 January 2025', 'reference_type': 'website'}",['url_without_doi'],"O'Mahony, N. (2024) ‘How the course works’, Welcome forum, in A215: Creative writing. Available at: https://learn2.open.ac.uk/mod/forumng/discuss.php?d=4749155 (Accessed: 24 January 2025)."
"Qandour, A. et al. (2014) 'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp.204-209.",journal,"{'authors': ['Qandour', 'A. et al.'], 'year': '2014', 'title': ""'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Qandour, A. et al. (2014) 'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp.204-209."
"Smith, B.P. and Brier, M.E. (1996) 'Statistical approach to neural network model building for gentamicin peak predictions', Journal of Pharmaceutical Sciences, 85(1), pp.65-69.",journal,"{'authors': ['Smith', 'B.P.', 'Brier', 'M.E.'], 'year': '1996', 'title': ""'Statistical approach to neural network model building for gentamicin peak predictions', Journal of Pharmaceutical Sciences, 85(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Smith, B.P. and Brier, M.E. (n.d.) 'Statistical approach to neural network model building for gentamicin peak predictions', Journal of Pharmaceutical Sciences, 85(1), pp.65-69."
"Hochreiter, S. and Schmidhuber, J. (1997) 'Long short-term memory', Neural Computation, 9(8), pp.1735-1780.",journal,"{'authors': ['Hochreiter', 'S.', 'Schmidhuber', 'J.'], 'year': '1997', 'title': ""'Long short-term memory', Neural Computation, 9(8), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Hochreiter, S. and Schmidhuber, J. (n.d.) 'Long short-term memory', Neural Computation, 9(8), pp.1735-1780."
"Lau, C. and Nieh, J. (2010) 'Honeybee stop-signal production: temporal distribution and effect of feeder crowding', Apidologie, 41(1), pp.87-95.",journal,"{'authors': ['Lau', 'C.', 'Nieh', 'J.'], 'year': '2010', 'title': ""'Honeybee stop-signal production: temporal distribution and effect of feeder crowding', Apidologie, 41(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Lau, C and Nieh, J (2010) 'Honeybee stop-signal production: temporal distribution and effect of feeder crowding', Apidologie, 41(1), pp87-95"
"Bowerman, B.L. (1993) Forecasting and time series: An applied approach. 3rd edn. Belmont, Calif: Duxbury Press.",book,"{'authors': ['Bowerman', 'B.L.'], 'year': '1993', 'title': 'Forecasting and time series: An applied approach', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Bowerman, B.L. (1993) Forecasting and time series: An applied approach. 3rd edn. Belmont, Calif: Duxbury Press."
MathWorks (2016) Introduction to Machine Learning. Available at: https://www.mathworks.com/content/dam/mathworks/tag-team/Objects/i/88174_92991v00_machine_learning_section1_ebook.pdf (Accessed: 20 June 2020).,ebook,"{'authors': ['MathWorks'], 'year': '2016', 'title': 'Introduction to Machine Learning', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.mathworks.com/content/dam/mathworks/tag-team/Objects/i/88174_92991v00_machine_learning_section1_ebook.pdf', 'accessed_date': '20 June 2020', 'reference_type': 'ebook'}",['url_without_doi'],MathWorks (n.d.) Introduction to Machine Learning. Available at: https://www.mathworks.com/content/dam/mathworks/tag-team/Objects/i/88174_92991v00_machine_learning_section1_ebook.pdf (Accessed: 20 June 2020).
"Harano, K. et al. (2013) 'Honeybee foragers adjust crop contents before leaving the hive: Effects of distance to food source, food type, and informational state', Behavioral Ecology and Sociobiology, 67(7), pp.1169-1178.",journal,"{'authors': ['Harano', 'K. et al.'], 'year': '2013', 'title': ""'Honeybee foragers adjust crop contents before leaving the hive: Effects of distance to food source, food type, and informational state', Behavioral Ecology and Sociobiology, 67(7), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"HARANO, K. ET AL. (2013) 'HONEYBEE FORAGERS ADJUST CROP CONTENTS BEFORE LEAVING THE HIVE: EFFECTS OF DISTANCE TO FOOD SOURCE, FOOD TYPE, AND INFORMATIONAL STATE', BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY, 67(7), PP.1169-1178."
"Nolasco, I., Terenzi, A., Cecchi, S., Orcioni, S., Bear, H.L. and Benetos, E. (2019) ‘Audio-based identification of beehive states’, in ICASSP 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP). Brighton, UK, 12–17 May 2019, pp. 8256–8260. Available at: https://doi.org/10.1109/icassp.2019.8682981 - conference
.",unknown,"{'authors': ['Nolasco', 'I.', 'Terenzi', 'A.', 'Cecchi', 'S.', 'Orcioni', 'S.', 'Bear', 'H.L.', 'Benetos', 'E.'], 'year': '2019', 'title': '‘Audio-based identification of beehive states’, in ICASSP 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://doi.org/10.1109/icassp.2019.8682981', 'accessed_date': '', 'reference_type': 'unknown'}",['missing_access_date'],"Nolasco, I., Terenzi, A., Cecchi, S., Orcioni, S., Bear, H.L. & Benetos, E. (2019) ‘Audio-based identification of beehive states’, in ICASSP 2019 IEEE International Conference on Acoustics, Speech & Signal Processing (ICASSP). Brighton, UK, 12–17 May 2019, pp. 8256–8260. Available at: https://doi.org/10.1109/icassp.2019.8682981 - conference
."
"Rietdorf, K. and Bootman, M. (2024) 'Topic 3: rare diseases'. S290: Investigating human health and disease. Available at: https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940 (Accessed: 24 January 2025).",website,"{'authors': ['Rietdorf', 'K.', 'Bootman', 'M.'], 'year': '2024', 'title': 'Topic 3: rare diseases', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940', 'accessed_date': '24 January 2025', 'reference_type': 'website'}",['url_without_doi'],"Rietdorf, K. and Bootman, M. (2024) 'Topic 3: rare diseases'. S290: Investigating human health and disease. Retrieved from: https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940 (Accessed: 24 January 2025)."
"Budge, G.E. et al. (2020) 'Chronic bee paralysis as a serious emerging threat to honeybees', Nature Communications, 11(1), pp.2164.",journal,"{'authors': ['Budge', 'G.E. et al.'], 'year': '2020', 'title': ""'Chronic bee paralysis as a serious emerging threat to honeybees', Nature Communications, 11(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Budge, GE et al (2020) 'Chronic bee paralysis as a serious emerging threat to honeybees', Nature Communications, 11(1), pp2164"
Scientific Advisory Committee on Nutrition (2016) Vitamin D and health. Available at: https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/537616/SACN_Vitamin_D_and_Health_report.pdf (Accessed: 25 July 2025).,other,"{'authors': ['Scientific Advisory Committee on Nutrition'], 'year': '2016', 'title': 'Vitamin D and health', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/537616/SACN_Vitamin_D_and_Health_report.pdf', 'accessed_date': '25 July 2025', 'reference_type': 'other'}",['url_without_doi'],Scientific Advisory Committee on Nutrition (2016) Vitamin D and health. Retrieved from: https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/537616/SACN_Vitamin_D_and_Health_report.pdf (Accessed: 25 July 2025).
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August Available at: http://colahgithubio/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)"
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Retrieved from: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)."
"Bernard, É (2021) Introduction to machine learning. Champaign: Wolfram Media, Inc.",book,"{'authors': ['Bernard', 'É'], 'year': '2021', 'title': 'Introduction to machine learning', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Bernard, É (2021) Introduction to machine learning. Champaign: Wolfram Media, Inc."
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Retrieved from: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)."
"Barke, M. and Mowl, G. (2016) 'Málaga – a failed resort of the early twentieth century?', Journal of Tourism History, 2(3), pp. 187–212. Available at: https://doi.org/10.1080/1755182X.2010.523145.",journal,"{'authors': ['Barke', 'M.', 'Mowl', 'G.'], 'year': '2016', 'title': ""'Málaga – a failed resort of the early twentieth century?', Journal of Tourism History, 2(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://doi.org/10.1080/1755182X.2010.523145.', 'accessed_date': '', 'reference_type': 'journal'}",['missing_access_date'],"Barke, M. and Mowl, G. (n.d.) 'Málaga – a failed resort of the early twentieth century?', Journal of Tourism History, 2(3), pp. 187–212. Available at: https://doi.org/10.1080/1755182X.2010.523145."
"Zheng, F., Zhang, G. and Song, Z. (2001a) 'Comparison of different implementations of MFCC', Journal of Computer Science and Technology, 16(6), pp.582-589.",journal,"{'authors': ['Zheng', 'F.', 'Zhang', 'G.', 'Song', 'Z.'], 'year': '2001a', 'title': ""'Comparison of different implementations of MFCC', Journal of Computer Science and Technology, 16(6), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Zheng, F, Zhang, G and Song, Z (2001a) 'Comparison of different implementations of MFCC', Journal of Computer Science and Technology, 16(6), pp582-589"
"Bencsik, M. et al. (2011a) 'Identification of the honeybee swarming process by analysing the time course of hive vibrations', Computers and Electronics in Agriculture, 76(1), pp.44-50.",journal,"{'authors': ['Bencsik', 'M. et al.'], 'year': '2011a', 'title': ""'Identification of the honeybee swarming process by analysing the time course of hive vibrations', Computers and Electronics in Agriculture, 76(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Bencsik, M. et al. (2011a) 'Identification of the honeybee swarming process by analysing the time course of hive vibrations', Computers and Electronics in Agriculture, 76(1), pp.44-50."
"Žgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp.1-4.",journal,"{'authors': ['Žgank', 'A.'], 'year': '2018', 'title': ""'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Žgank, A (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp1-4"
"Peng, C.J., Lee, K.L. and Ingersoll, G.M. (2002) 'An introduction to logistic regression analysis and reporting', Null, 96(1), pp.3-14.",journal,"{'authors': ['Peng', 'C.J.', 'Lee', 'K.L.', 'Ingersoll', 'G.M.'], 'year': '2002', 'title': ""'An introduction to logistic regression analysis and reporting', Null, 96(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Peng, C.J., Lee, K.L. and Ingersoll, G.M. (n.d.) 'An introduction to logistic regression analysis and reporting', Null, 96(1), pp.3-14."
"Lee, K.Y. et al. (2017) 'Pollination efficiency of honeybees (Apis mellifera L.) and bumblebees (Bombus terrestris L.) in different cultivars of Asian Pear (Pyrus pyrifolia Nakai)', Journal of Apiculture, 32(4), pp.303-314.",journal,"{'authors': ['Lee', 'K.Y. et al.'], 'year': '2017', 'title': ""'Pollination efficiency of honeybees (Apis mellifera L"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Lee, KY et al (2017) 'Pollination efficiency of honeybees (Apis mellifera L) and bumblebees (Bombus terrestris L) in different cultivars of Asian Pear (Pyrus pyrifolia Nakai)', Journal of Apiculture, 32(4), pp303-314"
"Favre, D. (2011) 'Mobile phone-induced honeybee worker piping', Apidologie, 42(3), pp.270-279.",journal,"{'authors': ['Favre', 'D.'], 'year': '2011', 'title': ""'Mobile phone-induced honeybee worker piping', Apidologie, 42(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"FAVRE, D. (2011) 'MOBILE PHONE-INDUCED HONEYBEE WORKER PIPING', APIDOLOGIE, 42(3), PP.270-279."
"Bell, J. (2014) Doing your research project. Open University Press.",book,"{'authors': ['Bell', 'J.'], 'year': '2014', 'title': 'Doing your research project', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",['missing_place'],"Bell, J. (2014) Doing your research project. Open University Press."
"Bencsik, M. et al. (2011a) 'Identification of the honeybee swarming process by analysing the time course of hive vibrations', Computers and Electronics in Agriculture, 76(1), pp.44-50.",journal,"{'authors': ['Bencsik', 'M. et al.'], 'year': '2011a', 'title': ""'Identification of the honeybee swarming process by analysing the time course of hive vibrations', Computers and Electronics in Agriculture, 76(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Bencsik, M. et al. (2011a) 'Identification of the honeybee swarming process by analysing the time course of hive vibrations', Computers & Electronics in Agriculture, 76(1), pp.44-50."
"Hunter, G.A., Howard, D. and Duran, O. (2016) ‘A user-centred design approach towards developing an intelligent living environment for honeybees’, in Proceedings of the 30th International BCS Human Computer Interaction Conference: Fusion!. July 2016. Swindon: BCS Learning & Development Ltd, pp. 1–8.",conference,"{'authors': ['Hunter', 'G.A.', 'Howard', 'D.', 'Duran', 'O.'], 'year': '2016', 'title': '‘A user-centred design approach towards developing an intelligent living environment for honeybees’, in Proceedings of the 30th International BCS Human Computer Interaction Conference: Fusion!', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'conference'}",[],"Hunter, G.A., Howard, D. & Duran, O. (2016) ‘A user-centred design approach towards developing an intelligent living environment for honeybees’, in Proceedings of the 30th International BCS Human Computer Interaction Conference: Fusion!. July 2016. Swindon: BCS Learning & Development Ltd, pp. 1–8."
"Smith, B.P. and Brier, M.E. (1996) 'Statistical approach to neural network model building for gentamicin peak predictions', Journal of Pharmaceutical Sciences, 85(1), pp.65-69.",journal,"{'authors': ['Smith', 'B.P.', 'Brier', 'M.E.'], 'year': '1996', 'title': ""'Statistical approach to neural network model building for gentamicin peak predictions', Journal of Pharmaceutical Sciences, 85(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Smith, B.P. and Brier, M.E. (1996) 'Statistical approach to neural network model building for gentamicin peak predictions', Journal of Pharmaceutical Sciences, 85(1), pp.65-69."
"Zgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO). Opatija, Croatia, 21–25 May. IEEE, pp. 0471–0474. Available at:  doi: 10.1109/ELEKTRO.2018.8398253.",conference,"{'authors': ['Zgank', 'A.'], 'year': '2018', 'title': ""'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'conference'}",['missing_access_date'],"Zgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', In Proceedings of the 2018 41st International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO). Opatija, Croatia, 21–25 May. IEEE, pp. 0471–0474. Retrieved from:  doi: 10.1109/ELEKTRO.2018.8398253."
"Qandour, A. et al. (2014) 'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp.204-209.",journal,"{'authors': ['Qandour', 'A. et al.'], 'year': '2014', 'title': ""'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Qandour, A. et al. (2014) 'Remote beehive monitoring using acoustic signals', Australian Acoustical Society, 42(3), pp.204-209."
