raw_reference,stage_1_label,stage_2_extracted_fields,violation_tags,adversarial_reference
"Scheiner, R. et al. (2013) 'Standard methods for behavioural studies of Apis mellifera', Journal of Apicultural Research, 52(4), pp.1-58.",journal,"{'authors': ['Scheiner', 'R. et al.'], 'year': '2013', 'title': ""'Standard methods for behavioural studies of Apis mellifera', Journal of Apicultural Research, 52(4), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"SCHEINER, R. ET AL. (2013) 'STANDARD METHODS FOR BEHAVIOURAL STUDIES OF APIS MELLIFERA', JOURNAL OF APICULTURAL RESEARCH, 52(4), PP.1-58."
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University."
"Dietlein, D.G. (1985) 'Method for remote monitoring of activity of honeybee colonies by sound analysis', Journal of Apicultural Research, 24(3), pp.176-183.",journal,"{'authors': ['Dietlein', 'D.G.'], 'year': '1985', 'title': ""'Method for remote monitoring of activity of honeybee colonies by sound analysis', Journal of Apicultural Research, 24(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"DIETLEIN, D.G. (1985) 'METHOD FOR REMOTE MONITORING OF ACTIVITY OF HONEYBEE COLONIES BY SOUND ANALYSIS', JOURNAL OF APICULTURAL RESEARCH, 24(3), PP.176-183."
"Nolasco, I. And Benetos, E.(2018) “To bee or not to bee: Investigating machine learning approaches to beehive sound recognition”. In Workshop on Detection and Classification of Acoustic Scenes and Events (DCASE),  19-20 November 2018, Surrey, UK.",conference,"{'authors': ['Nolasco', 'I. And Benetos', 'E.'], 'year': '2018', 'title': '“To bee or not to bee: Investigating machine learning approaches to beehive sound recognition”', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'conference'}",[],"Nolasco, I. And Benetos, E.(2018) “To bee or not to bee: Investigating machine learning approaches to beehive sound recognition”. In Workshop on Detection & Classification of Acoustic Scenes & Events (DCASE),  19-20 November 2018, Surrey, UK."
"Dower, J. (1832) A map shewing the parliamentary representation of England & Wales, according as the same are settled by the Reform Act passed 7th June 1832, 1 inch to 35 miles. J. Gardner.",other,"{'authors': ['Dower', 'J.'], 'year': '1832', 'title': 'A map shewing the parliamentary representation of England & Wales, according as the same are settled by the Reform Act passed 7th June 1832, 1 inch to 35 miles', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'other'}",[],"Dower, J. (1832) A map shewing the parliamentary representation of England & Wales, according as the same are settled by the Reform Act passed 7th June 1832, 1 inch to 35 miles. J. Gardner."
"Mansell, W. and Bloom, A. (2012) ‘£10,000 carrot to tempt physics experts’, The Guardian, 20 June, p. 5.",newspaper,"{'authors': ['Mansell', 'W.', 'Bloom', 'A.'], 'year': '2012', 'title': '‘£10,000 carrot to tempt physics experts’, The Guardian, 20 June, p', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'newspaper'}",[],"Mansell, W. and Bloom, A. (n.d.) ‘£10,000 carrot to tempt physics experts’, The Guardian, 20 June, p. 5."
"Bush, T. (2006). Theories of Childcare. London: Harper Row.",book,"{'authors': ['Bush', 'T.'], 'year': '2006', 'title': '', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Bush, T. (2006). Theories of Childcare. London: Harper Row."
"Žgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp.1-4.",journal,"{'authors': ['Žgank', 'A.'], 'year': '2018', 'title': ""'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Žgank, A (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp1-4"
"Tocmo, R. (2024) 'Food fraud' [Presentation slides]. FB1FSC: Food System Challenges. University of Reading. Available at: https://www.bb.reading.ac.uk (Accessed: 17 December 2024).",other,"{'authors': ['Tocmo', 'R.'], 'year': '2024', 'title': ""'Food fraud' [Presentation slides]"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.bb.reading.ac.uk', 'accessed_date': '17 December 2024', 'reference_type': 'other'}",['url_without_doi'],"TOCMO, R. (2024) 'FOOD FRAUD' [PRESENTATION SLIDES]. FB1FSC: FOOD SYSTEM CHALLENGES. UNIVERSITY OF READING. AVAILABLE AT: HTTPS://WWW.BB.READING.AC.UK (ACCESSED: 17 DECEMBER 2024)."
"Hewitt, M. (2023) The Victorians: a very short introduction. Oxford Academic. Available at: https://doi-org.libezproxy.open.ac.uk/10.1093/actrade/9780198736813.00",ebook,"{'authors': ['Hewitt', 'M.'], 'year': '2023', 'title': 'The Victorians: a very short introduction', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://doi-org.libezproxy.open.ac.uk/10.1093/actrade/9780198736813.00', 'accessed_date': '', 'reference_type': 'ebook'}",['missing_access_date'],"Hewitt, M. (n.d.) The Victorians: a very short introduction. Oxford Academic. Available at: https://doi-org.libezproxy.open.ac.uk/10.1093/actrade/9780198736813.00"
"Mahajan, Y. et al. (2023) NeuralBee - A Beehive Health Monitoring System, pp. 84.",unknown,"{'authors': ['Mahajan', 'Y. et al.'], 'year': '2023', 'title': 'NeuralBee - A Beehive Health Monitoring System, pp', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'unknown'}",[],"Mahajan, Y. et al. (2023) NeuralBee - A Beehive Health Monitoring System, pp. 84."
"Martin, K. (2019) The queen of hearts. New York: Berkley.",book,"{'authors': ['Martin', 'K.'], 'year': '2019', 'title': 'The queen of hearts', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Martin, K. (n.d.) The queen of hearts. New York: Berkley."
"Mansell, W. and Bloom, A. (2012) ‘£10,000 carrot to tempt physics experts’, The Guardian, 20 June, p. 5.",newspaper,"{'authors': ['Mansell', 'W.', 'Bloom', 'A.'], 'year': '2012', 'title': '‘£10,000 carrot to tempt physics experts’, The Guardian, 20 June, p', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'newspaper'}",[],"Mansell, W. & Bloom, A. (2012) ‘£10,000 carrot to tempt physics experts’, The Guardian, 20 June, p. 5."
"Adams, D. (1979) The Hitchhiker's Guide to the galaxy. Pan. Available at: http://www.amazon.co.uk/kindle-ebooks (Accessed: 23 June 2021).",ebook,"{'authors': ['Adams', 'D.'], 'year': '1979', 'title': ""The Hitchhiker's Guide to the galaxy"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://www.amazon.co.uk/kindle-ebooks', 'accessed_date': '23 June 2021', 'reference_type': 'ebook'}",['url_without_doi'],"Adams, D (1979) The Hitchhiker's Guide to the galaxy Pan Available at: http://wwwamazoncouk/kindle-ebooks (Accessed: 23 June 2021)"
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B. (n.d.) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University."
"Pedregosa, F. et al. (2011) 'Scikit-learn: machine learning in Python', Journal of Machine Learning Research. 12, pp.2825-2830.",journal,"{'authors': ['Pedregosa', 'F. et al.'], 'year': '2011', 'title': ""'Scikit-learn: machine learning in Python', Journal of Machine Learning Research"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"PEDREGOSA, F. ET AL. (2011) 'SCIKIT-LEARN: MACHINE LEARNING IN PYTHON', JOURNAL OF MACHINE LEARNING RESEARCH. 12, PP.2825-2830."
"Peng, C.J., Lee, K.L. and Ingersoll, G.M. (2002) 'An introduction to logistic regression analysis and reporting', Null, 96(1), pp.3-14.",journal,"{'authors': ['Peng', 'C.J.', 'Lee', 'K.L.', 'Ingersoll', 'G.M.'], 'year': '2002', 'title': ""'An introduction to logistic regression analysis and reporting', Null, 96(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Peng, C.J., Lee, K.L. and Ingersoll, G.M. (n.d.) 'An introduction to logistic regression analysis and reporting', Null, 96(1), pp.3-14."
"Thomas, D. and Tian, L. (2021) 'Hits from the Bong: the impact of recreational marijuana dispensaries on property values', Regional Science and Urban Economics, 87, article number 103655.",journal,"{'authors': ['Thomas', 'D.', 'Tian', 'L.'], 'year': '2021', 'title': ""'Hits from the Bong: the impact of recreational marijuana dispensaries on property values', Regional Science and Urban Economics, 87, article number 103655"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",['missing_pages'],"Thomas, D. and Tian, L. (n.d.) 'Hits from the Bong: the impact of recreational marijuana dispensaries on property values', Regional Science and Urban Economics, 87, article number 103655."
"Colah, C. (2015) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020).",wesite,"{'authors': ['Colah', 'C.'], 'year': '2015', 'title': '‘Understanding LSTM Networks’, Colah’s blog, 27 August', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://colah.github.io/posts/2015-08-Understanding-LSTMs/', 'accessed_date': '23 July 2020', 'reference_type': 'wesite'}",['url_without_doi'],"Colah, C. (n.d.) ‘Understanding LSTM Networks’, Colah’s blog, 27 August. Available at: http://colah.github.io/posts/2015-08-Understanding-LSTMs/ (Accessed: 23 July 2020)."
National Geographic (2024) Honeybee. Available at: https://www.nationalgeographic.com/animals/invertebrates/facts/honeybee (Accessed: 20 August 2020).,website,"{'authors': ['National Geographic'], 'year': '2024', 'title': 'Honeybee', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.nationalgeographic.com/animals/invertebrates/facts/honeybee', 'accessed_date': '20 August 2020', 'reference_type': 'website'}",['url_without_doi'],National Geographic (n.d.) Honeybee. Available at: https://www.nationalgeographic.com/animals/invertebrates/facts/honeybee (Accessed: 20 August 2020).
"Bernard, É (2021) Introduction to machine learning. Champaign: Wolfram Media, Inc.",book,"{'authors': ['Bernard', 'É'], 'year': '2021', 'title': 'Introduction to machine learning', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Bernard, É (2021) Introduction to machine learning Champaign: Wolfram Media, Inc"
"Robles-Guerrero, A. et al. (2019a) 'Analysis of a multiclass classification problem by Lasso Logistic Regression and Singular Value Decomposition to identify sound patterns in queen less bee colonies', Computers and Electronics in Agriculture, 159 pp.69-74.",journal,"{'authors': ['Robles-Guerrero', 'A. et al.'], 'year': '2019a', 'title': ""'Analysis of a multiclass classification problem by Lasso Logistic Regression and Singular Value Decomposition to identify sound patterns in queen less bee colonies', Computers and Electronics in Agriculture, 159 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Robles-Guerrero, A. et al. (n.d.) 'Analysis of a multiclass classification problem by Lasso Logistic Regression and Singular Value Decomposition to identify sound patterns in queen less bee colonies', Computers and Electronics in Agriculture, 159 pp.69-74."
"Davis, N (2025) 'Scientists claim to have unlocked ‘secret sauce’ needed for fine chocolate', The Guardian, 18 August. Available at: https://www.theguardian.com/science/2025/aug/18/scientists-claim-to-hav… (Accessed: 19 August 2025).",newspaper,"{'authors': ['Davis', 'N'], 'year': '2025', 'title': ""'Scientists claim to have unlocked ‘secret sauce’ needed for fine chocolate', The Guardian, 18 August"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.theguardian.com/science/2025/aug/18/scientists-claim-to-hav…', 'accessed_date': '19 August 2025', 'reference_type': 'newspaper'}",['url_without_doi'],"Davis, N (2025) 'Scientists claim to have unlocked ‘secret sauce’ needed for fine chocolate', The Guardian, 18 August. Available at: https://www.theguardian.com/science/2025/aug/18/scientists-claim-to-hav… (Accessed: 19 August 2025)."
"Delaplane, K.S. and Mayer, D.F. (2000) Crop pollination by bees. 1st edn. Wallingford, UK: CABI Publishing.",book,"{'authors': ['Delaplane', 'K.S.', 'Mayer', 'D.F.'], 'year': '2000', 'title': 'Crop pollination by bees', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Delaplane, K.S. & Mayer, D.F. (2000) Crop pollination by bees. 1st edn. Wallingford, UK: CABI Publishing."
"Rietdorf, K. and Bootman, M. (2024) 'Topic 3: rare diseases'. S290: Investigating human health and disease. Available at: https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940 (Accessed: 24 January 2025).",website,"{'authors': ['Rietdorf', 'K.', 'Bootman', 'M.'], 'year': '2024', 'title': 'Topic 3: rare diseases', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940', 'accessed_date': '24 January 2025', 'reference_type': 'website'}",['url_without_doi'],"Rietdorf, K. & Bootman, M. (2024) 'Topic 3: rare diseases'. S290: Investigating human health & disease. Available at: https://learn2.open.ac.uk/mod/oucontent/view.php?id=2332940 (Accessed: 24 January 2025)."
"Kircher, W.H. (1993) 'Acoustical communication in honeybees', Apidologie, 24(3), pp.297-307.",journal,"{'authors': ['Kircher', 'W.H.'], 'year': '1993', 'title': ""'Acoustical communication in honeybees', Apidologie, 24(3), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Kircher, WH (1993) 'Acoustical communication in honeybees', Apidologie, 24(3), pp297-307"
"Rao, K. and Ahmed, N. (1976) 'Orthogonal transforms for digital signal processing', IEEE Transactions on Systems Man and Cybernetics, 6(11), pp.796-797.",journal,"{'authors': ['Rao', 'K.', 'Ahmed', 'N.'], 'year': '1976', 'title': ""'Orthogonal transforms for digital signal processing', IEEE Transactions on Systems Man and Cybernetics, 6(11), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Rao, K. & Ahmed, N. (1976) 'Orthogonal transforms for digital signal processing', IEEE Transactions on Systems Man & Cybernetics, 6(11), pp.796-797."
"Bromenshenk, J.J., Henderson, C.B., Seccomb, R.A., Rice, S.D. and Etter, R.T. (2009) Honeybee acoustic recording and analysis system for monitoring hive health. Authoring organisation. Available at: http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7549907 (Accessed: 8 November 2023)",book,"{'authors': ['Bromenshenk', 'J.J.', 'Henderson', 'C.B.', 'Seccomb', 'R.A.', 'Rice', 'S.D.', 'Etter', 'R.T.'], 'year': '2009', 'title': 'Honeybee acoustic recording and analysis system for monitoring hive health', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7549907', 'accessed_date': '8 November 2023', 'reference_type': 'book'}",['url_without_doi'],"Bromenshenk, J.J., Henderson, C.B., Seccomb, R.A., Rice, S.D. and Etter, R.T. (n.d.) Honeybee acoustic recording and analysis system for monitoring hive health. Authoring organisation. Available at: http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7549907 (Accessed: 8 November 2023)"
"Zlatkova, A., Kokolanski, Z. and Tashkovski, D. (Sep 16, 2020) ‘Honeybees swarming detection approach by sound signal processing’,  Proceedings of XXIX International Scientific Conference Electronics 16-18 September 2020.  pp. 1. http://hdl.handle.net/20.500.12188/26198.",conference,"{'authors': [], 'year': '', 'title': '‘Honeybees swarming detection approach by sound signal processing’,  Proceedings of XXIX International Scientific Conference Electronics 16-18 September 2020', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'http://hdl.handle.net/20.500.12188/26198.', 'accessed_date': '', 'reference_type': 'conference'}","['url_without_doi', 'missing_year']","Zlatkova, A., Kokolanski, Z. and Tashkovski, D. (Sep 16, 2020) ‘Honeybees swarming detection approach by sound signal processing’,  Proceedings of XXIX International Scientific Conference Electronics 16-18 September 2020.  pp. 1. http://hdl.handle.net/20.500.12188/26198."
"Graham, K. (2020) 'The biggest tree and the smallest axe', The Guardian, 31 August, pp.21-22.",newspaper,"{'authors': ['Graham', 'K.'], 'year': '2020', 'title': ""'The biggest tree and the smallest axe', The Guardian, 31 August, pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'newspaper'}",[],"GRAHAM, K. (2020) 'THE BIGGEST TREE AND THE SMALLEST AXE', THE GUARDIAN, 31 AUGUST, PP.21-22."
"Žgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp.1-4.",journal,"{'authors': ['Žgank', 'A.'], 'year': '2018', 'title': ""'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Žgank, A. (2018) 'Acoustic monitoring and classification of bee swarm activity using MFCC feature extraction and HMM acoustic modelling', Elektro 2018 pp.1-4."
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University."
"Bloomfield, P. (1976) Fourier analysis of time series: An introduction, New York,: John Wiley & Sons.",book,"{'authors': ['Bloomfield', 'P.'], 'year': '1976', 'title': 'Fourier analysis of time series: An introduction, New York,: John Wiley & Sons', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Bloomfield, P. (1976) Fourier analysis of time series: An introduction, New York,: John Wiley & Sons."
"Budge, G.E. et al. (2020) 'Chronic bee paralysis as a serious emerging threat to honeybees', Nature Communications, 11(1), pp.2164.",journal,"{'authors': ['Budge', 'G.E. et al.'], 'year': '2020', 'title': ""'Chronic bee paralysis as a serious emerging threat to honeybees', Nature Communications, 11(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Budge, GE et al (2020) 'Chronic bee paralysis as a serious emerging threat to honeybees', Nature Communications, 11(1), pp2164"
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B. (2017) Economics & adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University."
"Blackiston, H. (2020) Beekeeping for Dummies. 5th edn. Newark: Wiley.",book,"{'authors': ['Blackiston', 'H.'], 'year': '2020', 'title': 'Beekeeping for Dummies', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"Blackiston, H. (2020) Beekeeping for Dummies. 5th edn. Newark: Wiley."
"Carling, A. (1992) Introduction to neural networks.1st edn. Wilmslow: Coronet Books.",book,"{'authors': ['Carling', 'A.'], 'year': '1992', 'title': 'Introduction to neural networks', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",[],"CARLING, A. (1992) INTRODUCTION TO NEURAL NETWORKS.1ST EDN. WILMSLOW: CORONET BOOKS."
"Fürst, M.A. et al. (2014) 'Disease associations between honeybees and bumblebees as a threat to wild pollinators', Nature, 506(7488), pp.364-366.",journal,"{'authors': ['Fürst', 'M.A. et al.'], 'year': '2014', 'title': ""'Disease associations between honeybees and bumblebees as a threat to wild pollinators', Nature, 506(7488), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Fürst, MA et al (2014) 'Disease associations between honeybees and bumblebees as a threat to wild pollinators', Nature, 506(7488), pp364-366"
"Gulddal, J. (2020) 'That deep underground savage instinct: narratives of sacrifice and retribution in Agatha Christie's Appointment with Death', Textual Practice, 34(11), pp. 1803-1821.",unknown,"{'authors': ['Gulddal', 'J.'], 'year': '2020', 'title': ""'That deep underground savage instinct: narratives of sacrifice and retribution in Agatha Christie's Appointment with Death', Textual Practice, 34(11), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'unknown'}",[],"Gulddal, J. (2020) 'That deep underground savage instinct: narratives of sacrifice & retribution in Agatha Christie's Appointment with Death', Textual Practice, 34(11), pp. 1803-1821."
"Deng, M. et al. (2020a) 'Heart sound classification based on improved MFCC features and convolutional recurrent neural networks', Neural Networks,130 pp.22-32.",journal,"{'authors': ['Deng', 'M. et al.'], 'year': '2020a', 'title': ""'Heart sound classification based on improved MFCC features and convolutional recurrent neural networks', Neural Networks,130 pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Deng, M et al (2020a) 'Heart sound classification based on improved MFCC features and convolutional recurrent neural networks', Neural Networks,130 pp22-32"
"Bologna, C. (2018) What happens to your mind and body when you feel homesick? Available at: https://www.huffingtonpost.com/entry/what-happens-mindbody-homesick_us_5b201ebde4b09d7a3d77eee1 (Accessed: 24 June 2025).",website,"{'authors': ['Bologna', 'C.'], 'year': '2018', 'title': 'What happens to your mind and body when you feel homesick? Available at: https://www', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': 'https://www.huffingtonpost.com/entry/what-happens-mindbody-homesick_us_5b201ebde4b09d7a3d77eee1', 'accessed_date': '24 June 2025', 'reference_type': 'website'}",['url_without_doi'],"Bologna, C (2018) What happens to your mind and body when you feel homesick? Available at: https://wwwhuffingtonpostcom/entry/what-happens-mindbody-homesick_us_5b201ebde4b09d7a3d77eee1 (Accessed: 24 June 2025)"
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University."
"Singh, H., Khurana, L.K. and Singh, R. (2018) 'Pharmaceutical development', in Vohora, D. and Singh, G. (eds) Pharmaceutical medicine and translational clinical research. Academic Press, pp.33-46.",book,"{'authors': ['Singh', 'H.', 'Khurana', 'L.K.', 'Singh', 'R.'], 'year': '2018', 'title': ""'Pharmaceutical development', in Vohora, D"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'book'}",['missing_place'],"Singh, H., Khurana, L.K. & Singh, R. (2018) 'Pharmaceutical development', in Vohora, D. & Singh, G. (eds) Pharmaceutical medicine & translational clinical research. Academic Press, pp.33-46."
"Phiri, B.J., Fèvre, D. and Hidano, A. (2022) 'Uptrend in global managed honeybee colonies and production based on a six-decade viewpoint, 1961-2017', Scientific Reports, 12(1), pp.21298.",journal,"{'authors': ['Phiri', 'B.J.', 'Fèvre', 'D.', 'Hidano', 'A.'], 'year': '2022', 'title': ""'Uptrend in global managed honeybee colonies and production based on a six-decade viewpoint, 1961-2017', Scientific Reports, 12(1), pp"", 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'journal'}",[],"Phiri, BJ, Fèvre, D and Hidano, A (2022) 'Uptrend in global managed honeybee colonies and production based on a six-decade viewpoint, 1961-2017', Scientific Reports, 12(1), pp21298"
"Lalani, B. (2017) Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University.",thesis,"{'authors': ['Lalani', 'B.'], 'year': '2017', 'title': 'Economics and adoption of conservation agriculture in Cabo Delgado, Mozambique', 'container_title': '', 'publisher': '', 'place': '', 'volume': '', 'issue': '', 'pages': '', 'doi': '', 'url': '', 'accessed_date': '', 'reference_type': 'thesis'}",[],"Lalani, B. (2017) Economics & adoption of conservation agriculture in Cabo Delgado, Mozambique. PhD thesis. Reading University."
